6,200000,170066,154608,50099,27584,44251,151980,162210,123547,141211,14961,6361,2444,33540,7294,3885,300,19937,363171
6,200000,185070,167726,56754,27584,44251,166252,176885,136157,154610,16850,7202,2722,38537,8193,4413,324,23041,408297
6,200000,159628,148623,47289,27584,44251,142781,153939,119393,137621,14194,5766,2129,31695,6908,3492,252,18730,323988
6,200000,170066,155188,56443,27584,44251,156989,162212,131741,144154,19665,7369,2628,36531,9715,4519,319,21984,406586
6,200000,159628,149365,53803,27584,44251,148207,153941,127872,140667,18919,6774,2314,34773,9330,4124,271,20805,367395
6,200000,170066,161201,56302,27584,44251,151969,162208,131331,148507,17185,7337,2902,37743,8427,4520,372,22765,426600
6,200000,170066,155414,50923,27584,44251,151979,162210,124423,142025,15267,6493,2499,34141,7426,3979,305,20316,371001
6,200000,170066,156233,51656,27584,44251,151980,162210,125681,143051,15514,6548,2911,34421,7580,4016,376,20502,375547
6,200000,170066,155961,52048,27584,44251,151980,162210,126314,142984,16343,6584,2547,34438,8015,4015,322,20516,373527
6,200000,170066,158388,53758,27584,44251,151973,162210,128043,145447,16162,6932,2713,36083,7914,4231,342,21591,400767
6,200000,170066,144459,44272,27584,44251,151981,162211,113577,130746,13506,5435,2056,29279,6634,3307,267,17269,310593
6,200000,170066,150471,48422,27584,44251,151976,162210,120101,137585,14779,6068,2302,32193,7297,3672,289,19099,347507
6,200000,170066,154608,64110,27584,44251,151911,162195,123484,141166,35318,6377,2441,33531,17709,3896,300,19925,363039
6,200000,170066,154608,55690,27584,44251,151980,162210,123547,141211,14955,15250,2445,33560,7292,9560,300,19953,363320
6,200000,170066,154608,52013,27584,44251,151980,162210,123547,141211,14961,6363,5569,33540,7295,3886,670,19937,363179
6,200000,170066,154608,75868,27584,44251,151980,162210,123547,141211,14962,6361,2444,63952,7294,3885,300,42823,363178
6,200000,170066,154608,90286,27584,44251,151911,162195,123484,141166,35325,15243,5569,63969,17713,9554,670,42837,363201
6,200000,185070,173909,117575,27584,44251,171293,176868,151545,163513,57572,22606,7880,81381,30185,14320,988,58314,536149
6,200000,170066,156675,52400,27584,44251,153366,163164,127003,144703,16147,6702,2568,34830,7889,4083,315,20760,378597
6,200000,170067,159031,51272,27584,44251,150339,161705,127424,144302,15139,6169,2338,34792,6761,3395,251,16334,371859
20,200000,170455,163060,55380,27357,44403,151886,162338,134379,150861,18522,6774,2452,36090,9122,3660,275,28597,390902
20,200000,185208,173239,61408,27357,44403,165933,176783,144400,161390,20362,7515,2705,40568,10067,4020,296,32232,433247
20,200000,160032,158132,52797,27357,44403,142813,154259,130971,147936,17791,6259,2183,34319,8729,3370,254,27092,353070
20,200000,170455,163607,61260,27357,44403,156957,162338,141371,153408,22965,7676,2616,38822,11391,4164,283,30983,431423
20,200000,160032,158803,58801,27357,44403,148292,154259,138200,150570,22254,7161,2349,37110,11008,3874,262,29516,393584
20,200000,170455,169957,62309,27357,44403,151876,162335,142843,158670,21297,7935,2917,40676,10556,4232,325,32455,459191
20,200000,170455,163918,56269,27357,44403,151884,162338,135354,151769,18912,6913,2516,36709,9318,3730,283,29112,399657
20,200000,170455,164621,57020,27357,44403,151886,162338,136412,152658,19182,6983,2921,37075,9466,3747,326,29416,403840
20,200000,170455,165026,58009,27357,44403,151886,162338,138136,153426,20434,7143,2581,37303,10140,3823,293,29608,405516
20,200000,170455,166735,59114,27357,44403,151880,162337,138942,155078,19879,7443,2689,38620,9791,4010,298,30716,429868
20,200000,170455,152725,49412,27357,44403,151887,162338,124320,140188,16839,5943,2125,31886,8356,3197,235,25173,337464
20,200000,170455,158907,53985,27357,44403,151880,162339,131009,147171,18450,6611,2389,34987,9125,3551,268,27744,376724
20,200000,170455,163060,71840,27357,44403,151826,162324,134308,150819,42442,6762,2450,36075,21651,3658,274,28581,390777
20,200000,170455,163060,61463,27357,44403,151886,162338,134379,150861,18525,16690,2454,36101,9127,9076,275,28611,391051
20,200000,170455,163060,57447,27357,44403,151886,162338,134379,150861,18520,6775,5917,36090,9119,3660,688,28598,390928
20,200000,170455,163060,82677,27357,44403,151886,162338,134379,150861,18522,6774,2452,68904,9122,3660,275,57952,390904
20,200000,170455,163060,98904,27357,44403,151826,162324,134308,150819,42432,16674,5912,68921,21647,9072,687,57969,390954
20,200000,185208,179314,123716,27357,44403,171025,176762,158575,169964,63672,23947,8200,84796,33739,13147,972,73920,560656
20,200000,170455,165339,57968,27357,44403,153294,163305,138215,154467,19957,7108,2554,37558,9839,3841,282,29814,408070
20,200000,170453,164716,58486,27357,44403,153681,162801,138974,154280,21409,7732,2409,36752,10626,4551,280,16862,403698
1,200000,170201,162768,54930,27633,44459,151708,162006,134000,150556,17859,6834,2612,36042,9529,3568,314,18672,390422
1,200000,185007,172953,60868,27633,44459,165811,176501,144018,161043,19633,7554,2855,40568,10529,3949,341,21207,432764
1,200000,159795,157773,52296,27633,44459,142699,153930,130492,147500,17188,6276,2315,34252,9185,3296,288,17598,352602
1,200000,170201,163273,60647,27633,44459,156761,162006,140966,153065,22082,7743,2800,38729,11854,4055,337,20380,430574
1,200000,159795,158398,58158,27633,44459,148140,153930,137673,150091,21428,7188,2503,37008,11513,3780,311,19334,392741
1,200000,170201,169818,61905,27633,44459,151696,162005,142586,158434,20481,7941,3077,40867,10936,4159,356,21491,458674
1,200000,170201,163728,55863,27633,44459,151708,162006,135071,151509,18196,6960,2700,36758,9688,3647,322,19089,399339
1,200000,170201,164399,56521,27633,44459,151708,162006,136090,152405,18438,7063,3092,36998,9844,3700,366,19208,403178
