AHT_eff_age55plus_SBP_female1,eq_2dis1,Smoking_eff1,eq_dem1,eq_male1,smoker_log1,smoker_log2,AHT_eff_age55plus_DBP_male1,Statins_dropout_rate1,Statins_eff_HDL_male1,HC_statins_presc_Q20plus1,AHT_comp1,Weight_eff1,eq_ihd1,Weight_comp1,HC_smoker_ref1,HC_statins_presc_Q20minus1,AHT_eff_age55minus_SBP1,eq_poor1,Statins_logeff_extra_female1,AHT_eff_age55plus_SBP_male1,Statins_comp1,HC_aht_presc_Q20minus1,AHT_eff_age55plus_DBP_female1,gender_log1,gender_log2,eq_lc1,Statins_eff_HDL_female1,eth_log1,eth_log2,eth_log3,eth_log4,AHT_dropout_rate1,eq_age1,HC_weight_ref1,QRisk_log1,QRisk_log2,QRisk_log3,QRisk_log4,QRisk_log5,eq_stroke1,SES_log1,SES_log2,SES_log3,SES_log4,SES_log5,AHT_eff_age55minus_DBP1,age_log1,age_log2,age_log3,age_log4,HC_takeup_noneligible1,eq_4dis1,Statins_eff_female1,QRisk_extra_logrr1,Statins_logeff_extra_male1,eq_3dis1,HC_aht_presc_Q20plus1,Statins_eff_male1
-8.769642202926720032e+00,-6.170372707889637542e-02,1.652079638641401615e-01,-2.251404043940835875e-01,-1.253010854283303967e-03,-1.055734902506787849e-03,-2.985847224552922730e-01,-3.151155047413069621e+00,3.978351283893726692e-02,4.763220756376431581e-02,1.458831642933809403e-01,5.951580160199928526e-01,-1.488286351822593501e+00,-7.241896277137477300e-02,4.420857358037703078e-01,3.357270650590669231e-02,2.032993708259204710e-02,-5.550438920234060269e+00,-3.534950721631842374e-02,-6.157525056681578679e-02,-7.577485989880420547e+00,4.231769607924816268e-01,1.506176201367187724e-02,-3.466916525460769449e+00,6.640386838195295148e-03,8.244248537235759899e-02,-1.922431467857104170e-01,4.019129153916244090e-02,2.072512106228248299e-03,2.312231699108721616e-02,-1.577506768313938906e-02,-1.259672693335138205e-01,5.464923373059420858e-02,-2.876936090745173822e-04,2.783009302623264958e-01,-4.348884105750164264e-01,-1.504607773349728259e-03,4.283785449435593695e-01,6.320418095996335195e-01,8.599688811888573925e-01,-1.145965414009840061e-01,-5.294994116864765177e-03,-1.194417591954171146e-02,-2.435852195171297335e-02,9.381420145214952599e-03,2.282750678823998181e-01,-4.878612605252558687e+00,-4.661585491939668202e-01,-5.926714805713132091e-03,4.063182817686520898e-01,6.106425427241026771e-01,2.936695024236822202e-02,-1.587822371478889161e-02,-1.165404058857419045e+00,0.000000000000000000e+00,-1.940423633177549845e-01,-7.442221455225284110e-02,2.511834915331298893e-02,-1.177878374024702746e+00
-9.345787015751481519e+00,-4.944333040551864011e-02,1.592126565569944585e-01,-2.460767370657238051e-01,1.607232062281909769e-03,2.678448513526366769e-03,-3.070578526215250181e-01,-3.192180543786898639e+00,4.290473984231570753e-02,3.891982529321704604e-02,1.404260689973289011e-01,5.510644425901587429e-01,-1.502330495997265647e+00,-7.667456788773945042e-02,5.436793967111932524e-01,3.460145662823064378e-02,2.062842474352594158e-02,-8.327210882058302843e+00,-4.215427385956117823e-02,-1.694215645101169454e-01,-7.682777031538564394e+00,5.402901819408977291e-01,1.566592995045150774e-02,-3.927215311314290247e+00,1.788142714173735935e-03,7.940431708552060652e-02,-5.339087034121406394e-02,3.677577798477268262e-02,-4.609410795639181692e-03,2.200065112617567709e-02,-4.010006749204301016e-03,-1.470181416543975550e-01,4.905026105652474100e-02,-3.220006186908467845e-04,2.745603366944039392e-01,-4.371818502649310600e-01,-1.412898756728860235e-03,4.329722654682334193e-01,6.248372508813205828e-01,8.331407050116992341e-01,-1.374656908935681932e-01,2.902370930922745177e-03,-2.384648506034444185e-02,-1.022467482150547953e-02,4.291199675807869617e-03,2.363736144812856876e-01,-4.488350850272508019e+00,-4.643790411499740256e-01,3.403629597475176568e-03,4.131706809116695855e-01,5.362937617068131990e-01,3.221927077897784181e-02,-6.451132420259901579e-02,-1.176721839189617480e+00,0.000000000000000000e+00,-1.500797903323930760e-01,-6.312372888396769466e-02,2.388800070304613124e-02,-1.246386518424634771e+00
-8.765590268643547844e+00,-6.326273497711915050e-02,1.407210280714372153e-01,-2.062344007985636718e-01,1.171212105965842906e-03,1.740869651993796115e-03,-2.881103164015623719e-01,-2.921629360696790023e+00,6.040633787674054567e-02,4.665743194812821404e-02,1.393222146518790783e-01,5.284541220649340287e-01,-1.502661302509371355e+00,-7.594032653526824883e-02,5.980949960682755417e-01,3.589143177999492423e-02,2.000550389700306297e-02,-5.335926496662548146e+00,-5.302502234642170881e-02,-1.460539582188565555e-01,-7.495330043310950430e+00,4.963557454135609781e-01,1.573068192401929494e-02,-3.392504489194360318e+00,-4.121116337296179891e-04,6.393778340228357948e-02,-1.044198486019594085e-01,6.575195586814773507e-02,-3.506963532929134510e-03,4.035822788027861041e-02,-8.181344793763267037e-03,-1.125059151412720615e-01,3.793368215999686627e-02,-5.100342314145846277e-05,2.769053053480269311e-01,-4.434062585801296641e-01,-6.575705012618967985e-04,4.242308261570248984e-01,6.364693013103557284e-01,8.596705735722730557e-01,-1.163659798665133971e-01,-4.133830946328273352e-03,-1.919593313411451299e-02,-2.252803565214810816e-02,1.477875581809480129e-02,2.086304769430493422e-01,-5.325085755108799113e+00,-4.627720704679688657e-01,-6.072798927172013556e-03,4.131416473055654626e-01,5.504907629108062306e-01,4.262715871794624939e-02,-2.737497133837121788e-02,-1.141124703365452353e+00,0.000000000000000000e+00,-2.022872209838113000e-01,-4.853763769169748554e-02,2.317972129289431679e-02,-1.216790116204600869e+00
-8.610002283343662910e+00,-7.137505470367085103e-02,1.445997144605568052e-01,-2.052996873829666391e-01,1.795685774401062579e-03,4.234337049159416465e-03,-2.942429028293337412e-01,-3.395772969299597488e+00,5.255337748458326769e-02,4.631500838774452178e-02,1.443525379453887147e-01,5.341869254264469680e-01,-1.500162819918559487e+00,-6.118355514858039162e-02,6.123476541985446442e-01,3.735096629762397341e-02,2.149985476760168240e-02,-6.586972057732764618e+00,-4.459059828873619680e-02,-1.537689928823849084e-01,-7.378541878408142018e+00,5.660053880026925111e-01,1.456170665215496089e-02,-3.792310326452791980e+00,2.033381366233164358e-03,7.758440599232721557e-02,-2.182419574202585921e-01,3.404430240535379765e-02,-8.706252126913050643e-03,2.059670332438769125e-02,-2.322484909229043798e-02,-1.426118366732488096e-01,4.411933789478592050e-02,-5.949291126697388906e-04,2.751130848796322081e-01,-4.475718035493250757e-01,-8.738130102095969035e-03,4.237973652818147197e-01,6.438502025064907208e-01,8.503187982309936555e-01,-1.201049974872686055e-01,1.207340569646552474e-02,-2.284590469366376553e-02,-1.822084209425271425e-02,6.898648447899503357e-03,2.253259729264922018e-01,-5.327533484672107633e+00,-4.690808539333185534e-01,4.387662367609385279e-03,4.182743239120580991e-01,5.540102726927598198e-01,5.981342751648942996e-02,-3.259025086567308993e-02,-1.172840313956908798e+00,0.000000000000000000e+00,-1.459385393401866904e-01,-7.607262655347338254e-02,2.685279318671485518e-02,-1.204191314857538053e+00
-8.909690853617183492e+00,-5.940945865939045722e-02,1.644269028030213298e-01,-2.152835308480481602e-01,3.617776399965430415e-04,-5.426443336292263546e-03,-3.042551534600179686e-01,-3.203036424680837158e+00,3.831066118981718560e-02,3.634614834324138150e-02,1.408663976116054928e-01,5.285209000177861771e-01,-1.493718815344398543e+00,-4.961739413101477758e-02,3.525732504901338271e-01,3.703186193652723696e-02,2.089581701766676097e-02,-5.120532957558287634e+00,-3.689113068296051567e-02,-1.156476162754629528e-01,-7.326141836123122530e+00,5.359201013793886137e-01,1.612860902306148189e-02,-3.520411497110393473e+00,3.146069634359692415e-03,7.952588443357896941e-02,-7.183095451178291013e-02,4.270049551260129972e-02,3.342707508618593306e-03,2.146249681688811375e-02,-1.084809367084356782e-02,-1.368052627178895642e-01,5.396749218031431095e-02,-2.941510403459899866e-04,2.857787875602408878e-01,-4.346143222842404619e-01,-1.433378957279928152e-02,4.165181072873740398e-01,6.399643487195013636e-01,8.268563509470757689e-01,-1.167949943189627166e-01,-6.789829261617437613e-03,-1.847256855283461660e-02,-9.792891475994380812e-03,8.093593188377570108e-03,2.214956682273332977e-01,-4.520756316315144296e+00,-4.620265136362194380e-01,-2.332220285017256190e-03,4.171659529607826267e-01,5.434394683754431021e-01,4.331728780619885366e-02,-5.194993978707829196e-02,-1.087114003522317018e+00,0.000000000000000000e+00,-2.461244830778444026e-01,-6.794874154058727633e-02,2.406341084337851668e-02,-1.222894527462427439e+00
-8.904081802500197540e+00,-4.096536105732484501e-02,1.464632281344497577e-01,-2.068835220728435231e-01,1.164385011311747315e-03,-6.013128600073621398e-03,-2.908002963669688024e-01,-3.196651275267563541e+00,4.415948670520552372e-02,4.712539327548503909e-02,1.404505552686554082e-01,5.167871554735790074e-01,-1.498008482818543152e+00,-7.608023716124330538e-02,4.826755306692397385e-01,3.587828984670517196e-02,2.015507697693482564e-02,-6.455435393627943164e+00,-4.943196529383687282e-02,-1.765959054808614315e-01,-7.432184174504631535e+00,5.264188111953874705e-01,1.496377410368908596e-02,-3.576081654364938966e+00,4.189668564254198611e-03,7.938621298449508035e-02,-1.555069550366094400e-01,3.001562940061004020e-02,-5.095562043461150138e-03,5.232692100332394375e-02,-3.738391370160987562e-03,-1.400989010274598101e-01,4.403790042679515959e-02,-7.463283150464065929e-04,2.808711321597699428e-01,-4.458753493489200914e-01,-1.907949453393237597e-03,4.333109496087884649e-01,6.443772093055238903e-01,8.387765141149783332e-01,-1.237209657107085775e-01,-1.382145126372705257e-03,-2.293686956401702962e-02,7.664358859215030309e-03,1.398542553637239019e-02,2.309305523024497153e-01,-4.569098172186240703e+00,-4.656507596547941330e-01,-1.066538448415461221e-02,4.069119389116883645e-01,4.348952060248785223e-01,6.078352175374853589e-02,-2.234483922937768527e-02,-1.198532292670236865e+00,0.000000000000000000e+00,-1.827761714747893618e-01,-5.442953947574138973e-02,2.697444620990209138e-02,-1.225860794390331465e+00
-8.860396711362376720e+00,-7.060848038796546655e-02,1.318544089419972365e-01,-2.319214970562353817e-01,1.121231415473776787e-03,-1.297994141418596032e-03,-2.955917662259603951e-01,-2.835070206993915320e+00,5.876369717998788239e-02,3.082927221197503606e-02,1.436620922750775631e-01,5.700734754560053963e-01,-1.495077328462942834e+00,-4.770645754099034352e-02,4.579972160488654520e-01,3.609689290077137958e-02,2.075761902389677491e-02,-4.471855756280712413e+00,-3.937218367847805656e-02,-1.748734632396911626e-01,-7.573248577436254791e+00,4.845504886521733723e-01,1.541638131336787836e-02,-3.366256932820268055e+00,-5.279405148140921440e-03,7.387623716166116794e-02,-1.309581370085200203e-01,4.294794672292681637e-02,7.565965286528289827e-04,4.322231003785431680e-02,-6.886072679432057517e-03,-1.461964621537880926e-01,6.225782904770166964e-02,-4.718404429729583451e-04,2.721229526382372699e-01,-4.403600644224852645e-01,-8.640173634034429087e-05,4.411186585626528656e-01,6.484328205218220509e-01,8.368225706698737554e-01,-1.383221704224886217e-01,-6.984308858667021003e-03,-2.164593652718169864e-02,-6.432119193828527912e-03,2.365466059338080379e-02,2.124748610054817965e-01,-3.987570219893551648e+00,-4.740068802039525964e-01,-7.630754705768717783e-03,4.134606239693896512e-01,4.541127890329521577e-01,1.102238641191981561e-01,-2.604317526656613202e-02,-1.117434583987781282e+00,0.000000000000000000e+00,-2.302464449733180873e-01,-7.528173065387216978e-02,2.323812012849094458e-02,-1.216084970458169323e+00
-8.928757856248324742e+00,-6.051924478698680193e-02,1.429039110933435774e-01,-2.193518928587492312e-01,1.191450161677239236e-03,-2.181517671704537049e-03,-2.868673469248386732e-01,-3.158412989487865197e+00,5.374616531867446728e-02,3.448947605162248908e-02,1.458623341934401074e-01,4.784348433359702502e-01,-1.504805596770971032e+00,-4.505282917903825207e-02,5.585789521809393365e-01,3.585656523092588255e-02,2.015350429480293123e-02,-9.381133841945194618e+00,-3.995682604168269980e-02,-4.107497735967413632e-03,-7.470142776758384784e+00,4.876637743075988296e-01,1.609767886631180422e-02,-3.420007937184275981e+00,-3.602411545517597048e-03,8.176464530545438092e-02,-6.310277012518555884e-02,3.230120356220427674e-02,-3.274560957885184944e-03,4.121623671634701280e-02,-1.655744636507124751e-02,-1.297212624335866704e-01,5.878809648888155825e-02,-3.427653691294261650e-04,2.798184242732335014e-01,-4.456014539907296457e-01,-1.781440912287137780e-03,4.174809167721557079e-01,6.330918433467689344e-01,8.424882691985918770e-01,-1.141742262836380473e-01,8.399451577596959680e-04,-2.732573767582434018e-02,-6.175095413251513107e-03,6.976489598449187556e-03,2.120222259753394567e-01,-4.219127043372103536e+00,-4.562957255466140727e-01,1.604803662388358271e-03,4.138409940430192724e-01,5.546324304091553303e-01,7.527891589538310280e-02,-2.603617299491976442e-02,-1.223474133383372964e+00,0.000000000000000000e+00,-2.255520171835445065e-01,-4.690519764920950130e-02,2.319325085019472224e-02,-1.232842870315308481e+00
-8.910875396047034158e+00,-4.699350044937106174e-02,1.466483100165262565e-01,-1.637728081841897110e-01,7.730695774786307045e-04,-1.728450907603240041e-03,-3.043366773753926613e-01,-2.937210565542983431e+00,2.899196537615621530e-02,3.360071584981929455e-02,1.418826626256925738e-01,5.019665827091911448e-01,-1.506119968810860188e+00,-4.541593013339845913e-02,3.392181946261830228e-01,3.693161311950298592e-02,2.083169285182785713e-02,-3.878976879059005345e+00,-3.639062241582645407e-02,-9.744951222669143154e-02,-7.335454141845627163e+00,4.722446215428843241e-01,1.523773427145949481e-02,-3.532199085464723609e+00,-7.782971790328539231e-04,7.653808456554174466e-02,-9.699117368754969770e-02,7.201533287584126197e-02,-6.996611894074236324e-03,2.795276502009812203e-02,-6.188976492020946234e-03,-1.287632734986169647e-01,8.383443568248706568e-02,-1.772843939774637091e-04,2.763473427988363817e-01,-4.335040319191447722e-01,-1.131952310256088660e-02,4.151789832212582354e-01,6.394844337739206130e-01,8.400935279132879518e-01,-1.271842598470904195e-01,2.013977831762154506e-03,-3.166159637457188758e-02,-2.078301649085061847e-02,-5.440565618310104143e-03,2.133165422074328188e-01,-4.768623018742513153e+00,-4.671754920407843459e-01,4.472314350867164119e-03,4.201811644495853648e-01,4.276741938401227294e-01,2.572936497792127977e-02,-4.925691366189530185e-02,-1.165377209797424651e+00,0.000000000000000000e+00,-2.010896416872698655e-01,-6.342326493235396490e-02,2.565424658501794589e-02,-1.213577258374244128e+00
-9.315237519871496730e+00,-5.672040243711829605e-02,1.317679165479476444e-01,-1.829206063761239232e-01,1.411756175445208613e-03,3.369230095262755117e-03,-3.063483908613356399e-01,-3.111398493494554440e+00,4.101142021023307382e-02,3.871015723977049017e-02,1.403694090132439343e-01,5.426641726582571712e-01,-1.498712599286126768e+00,-5.475853188240198399e-02,4.101583735658680951e-01,3.602394345770605633e-02,1.979283139490248949e-02,-5.492975087848537719e+00,-4.235236464134097684e-02,-1.974056390790294713e-01,-7.698538820904673230e+00,4.553271592809399748e-01,1.537761417029631650e-02,-3.413036216023368041e+00,5.958376077923204818e-03,8.222560222716589207e-02,-1.463804847161821188e-01,2.646090352444636917e-02,-2.826411719271460128e-03,3.093059324411401995e-02,-2.597665392017740188e-02,-1.608196142110651927e-01,6.456769716187547858e-02,-3.951790374262154526e-04,2.731476791449635177e-01,-4.361689930329322729e-01,3.706806107855895537e-04,4.306296158342000635e-01,6.488611674660749173e-01,8.534604581888699526e-01,-1.406256789850736655e-01,-8.457435241222405892e-03,-2.368718683651833967e-02,-1.833444847437085828e-02,4.337261632968986494e-03,2.289549741701633889e-01,-2.633933100811194361e+00,-4.644459593636077188e-01,3.052396301437092490e-04,4.097934890113302808e-01,4.704697327175489385e-01,6.581059958039316149e-02,-2.427652480084858608e-02,-1.138912795624427376e+00,0.000000000000000000e+00,-1.774242870609781531e-01,-7.828559650775777923e-02,2.557276528233545093e-02,-1.223136245062219629e+00
-9.246063604184362461e+00,-5.818028713166754906e-02,1.746801665863526032e-01,-1.999636255317762956e-01,4.096646560651941551e-04,-2.791714047100945367e-03,-3.050267122506109541e-01,-3.106680586157701818e+00,3.374252171149955820e-02,2.796006754439378517e-02,1.400341213907616844e-01,5.436442323071067895e-01,-1.496432184670371646e+00,-7.300663110482662199e-02,5.036965109682421948e-01,3.566822279054901457e-02,2.037150745530856219e-02,-9.186772082909422821e+00,-2.886616086999410635e-02,3.990254106445983995e-02,-7.351139860255465841e+00,4.865084394056731210e-01,1.584829152314461836e-02,-3.540948072793951518e+00,3.441588154654312125e-03,8.036162339960876977e-02,-1.150765701249867462e-01,4.942523530469995763e-02,1.502128318161033687e-03,4.412102940476862051e-02,-1.431871677613083885e-02,-1.246211329276480095e-01,3.857905432514528027e-02,8.239665121717576739e-06,2.802489389020971222e-01,-4.362971362253960650e-01,1.696806930654842088e-02,4.312854481217552882e-01,6.337080859138431999e-01,8.538087352780006078e-01,-1.089754789304921145e-01,-7.278192672203007835e-03,-1.840685839866813139e-02,-4.384452419799437020e-03,6.057435899133236518e-03,2.134408845863125515e-01,-3.773170604903197667e+00,-4.709864377099714505e-01,1.755531043435999000e-03,4.147219055631032880e-01,4.833477174366212492e-01,4.054630389689230230e-02,-4.208441433124165965e-02,-1.153183143547557243e+00,0.000000000000000000e+00,-2.436305471847046156e-01,-8.892357104919472455e-02,2.481891567767003162e-02,-1.197348792956359098e+00
-9.007619436535357238e+00,-5.802131967684948100e-02,1.659931095891999664e-01,-2.462262372923385012e-01,1.359214544165765481e-03,-6.003496856010994386e-03,-2.999483818750874331e-01,-2.678549918996619983e+00,6.298534851394872736e-02,3.375420780828052719e-02,1.413900025660587423e-01,5.539222091227500311e-01,-1.499532578548310013e+00,-5.702000090027036644e-02,5.924097906830873006e-01,3.738976388061982653e-02,2.067379057428229625e-02,-5.427911771263476126e+00,-3.769057496324254575e-02,-2.124803499640577353e-01,-7.656989120402991844e+00,4.466993523127066323e-01,1.532186748064636589e-02,-3.439770596159733795e+00,-3.545705878931337124e-03,8.419692790200761223e-02,-8.363674451961028433e-02,4.942324858037631247e-02,1.992561466733816424e-03,2.455996392654339819e-02,-6.142591643612232283e-04,-1.300778404779409647e-01,5.047543826285476321e-02,-9.523980353376077022e-05,2.751475060009181961e-01,-4.456228201864852467e-01,-1.371032059204967991e-02,4.245023141470894990e-01,6.570373329275254193e-01,8.622518705985456888e-01,-1.325549635811439919e-01,-7.990133563103019032e-03,-2.718496511997475426e-02,-2.085069322921512258e-02,-7.922280753136732093e-03,2.307213074592366353e-01,-2.497417904946327649e+00,-4.674698585481188995e-01,-4.953624090701268983e-04,4.113569531277149194e-01,4.168714985186955935e-01,1.015697852528915923e-01,-3.887300555871206487e-02,-1.154702589354882791e+00,0.000000000000000000e+00,-1.760174192955032135e-01,-4.337936240876410360e-02,2.366061671853989662e-02,-1.206353252875873361e+00
-8.892923273596149869e+00,-6.786312486405828015e-02,1.379320383897119362e-01,-1.904748535952383304e-01,-2.458509859715651748e-04,-1.857798872248348984e-04,-3.027676230771618182e-01,-3.189480051154842233e+00,4.062681467142696679e-02,3.684691011053895654e-02,1.504677213775344746e-01,5.675244470922394813e-01,-1.513318549092811605e+00,-6.674321510749457731e-02,4.893169325426737215e-01,3.406579166893691085e-02,2.030031160566183809e-02,-5.136589533667605068e+00,-4.192325533376024815e-02,-4.966414532702140283e-02,-7.348601210768702430e+00,4.780252262172127176e-01,1.603844704843156860e-02,-3.423888518320331364e+00,-3.508986739378829392e-03,7.699052510375015146e-02,-1.273642559464726320e-01,4.471822235115782695e-02,3.849153450041234003e-03,3.345313208173759933e-02,-1.956195991159891123e-02,-1.412577732839790379e-01,4.537371853015509382e-02,-2.263506220179345007e-04,2.756443628805655965e-01,-4.376518795003457307e-01,2.297685771291437667e-03,4.463816544916373585e-01,6.443630074933958118e-01,8.451766105811491236e-01,-1.204341005529035724e-01,-5.374483361850848108e-03,-2.578462251726535565e-02,-3.121010896974711971e-03,2.556534725951789544e-02,2.190231130222808908e-01,-4.169176134626394692e+00,-4.694276476468695614e-01,8.638717444056917072e-04,4.173123198782854870e-01,5.981717051628977488e-01,7.270537888419381645e-02,-5.504946763183865555e-02,-1.176745771311272115e+00,0.000000000000000000e+00,-1.768941056036237025e-01,-5.932646028114471615e-02,2.713554022007492669e-02,-1.232417319716315962e+00
-9.093678265941607108e+00,-6.317830146141348302e-02,1.650040138270066903e-01,-1.715722649979176950e-01,2.581010171202416945e-04,3.987570811709720449e-03,-2.912134193603252985e-01,-3.460560442984235152e+00,5.033277098073297984e-02,4.283142585635843491e-02,1.386370649687775347e-01,5.620124519156328713e-01,-1.494151409146527332e+00,-5.508848135806453106e-02,5.880141245138124084e-01,3.805551680226003375e-02,2.027987789418294814e-02,-4.847223576595999006e+00,-4.131328585624754329e-02,-2.820521629255536844e-01,-7.488350812786358723e+00,5.607730611177677016e-01,1.610386787338025094e-02,-3.406862427951196537e+00,8.272403709550991968e-03,7.470081661723264321e-02,-1.538929470890175732e-01,4.213636251349917733e-02,-2.736979877704804297e-03,3.686186238635895396e-02,1.212785478031351560e-03,-1.417457657470034549e-01,4.465795653714128149e-02,-3.743138516565295117e-04,2.729554205480923534e-01,-4.427618308698034744e-01,2.486944206358569776e-02,4.315109305732771627e-01,6.486977197111726268e-01,8.394458933738865314e-01,-1.162713959595852858e-01,-4.148762746462681013e-03,-1.942155914339918632e-02,-1.142463822321904826e-02,-4.914958906482554471e-03,2.317775951256001721e-01,-2.689331287636273160e+00,-4.547071391966774345e-01,1.124224509128031240e-03,4.103632605833379965e-01,4.383276449218060367e-01,3.955574781790544697e-02,-3.541072689773834548e-02,-1.171802648881361097e+00,0.000000000000000000e+00,-2.148806409209938206e-01,-5.558004492203848929e-02,2.821720423467888664e-02,-1.234719639015825932e+00
-9.142280739638588116e+00,-5.350061649176417189e-02,1.635528491389437733e-01,-2.308010135649659345e-01,8.718421434719826179e-04,-7.478980676376171741e-05,-2.941883113644188641e-01,-3.136718535649432038e+00,5.783260241324616330e-02,5.250907852286366972e-02,1.463798317716923647e-01,6.354051129492148675e-01,-1.503589359955696869e+00,-6.949448992319932905e-02,4.591384835870318537e-01,3.711122589092905044e-02,1.999737760098133435e-02,-4.676493702241809380e+00,-4.251642573074550235e-02,-5.072153496398447425e-02,-7.517742548237901445e+00,5.215026244271079303e-01,1.562989035965898707e-02,-3.582031234484309046e+00,6.430884005052853528e-03,8.259143730403360750e-02,-1.500547586951514467e-01,3.381545773348652167e-02,-6.502631619346107422e-03,3.951964625891974531e-02,4.737833748807117329e-04,-1.151050475310128052e-01,5.985343833743569236e-02,-6.888709273600609855e-04,2.799120916959123018e-01,-4.490704765838703372e-01,6.106367472180305187e-04,4.296884235504800365e-01,6.541269903232135308e-01,8.544152805412846829e-01,-1.240153186435344890e-01,-7.713695825352991260e-03,-2.600394990355834809e-02,-5.853887227424815418e-03,-1.578585311059059124e-03,2.266724438699136424e-01,-3.178722680375102971e+00,-4.713660936422295333e-01,-5.111647875843417302e-03,4.191272508557030152e-01,4.230108625358329766e-01,6.769840652059852526e-02,-3.099751009865831658e-02,-1.157001433459954542e+00,0.000000000000000000e+00,-2.152362643540447207e-01,-6.400167049103115680e-02,2.395842349583145875e-02,-1.227992443801214861e+00
-8.889631956077886699e+00,-7.832449878602693039e-02,1.497093327932260964e-01,-2.150339208679447611e-01,1.543698233200465481e-03,-2.925079163630588813e-03,-3.010207251544187446e-01,-3.475630804060158674e+00,5.961321294701400070e-02,5.091827583856940037e-02,1.404410235549541364e-01,5.414282831392109863e-01,-1.497560296629973253e+00,-6.656220585485228547e-02,6.579406726044096931e-01,3.514443446413231809e-02,2.061014892805538082e-02,-5.868328440469394280e+00,-3.655581437548363621e-02,-1.256002392507198084e-01,-7.632199863719344890e+00,5.579630849283437888e-01,1.597299447242060688e-02,-3.268272740668054510e+00,6.161245937361444630e-04,7.615783072373821794e-02,-1.359734929979176388e-01,2.001856536697700986e-02,-1.232408067802623916e-03,2.086049517491207067e-02,-1.528833917349537753e-02,-1.558125914291294545e-01,4.544557305220167653e-02,-1.320253410421698436e-04,2.730431496239879574e-01,-4.296567581769566990e-01,1.725952614569993201e-02,4.359065574101140261e-01,6.438633690635465756e-01,8.475850587183944018e-01,-9.631224324808666803e-02,-4.271507345348592513e-03,-1.614675160498484779e-02,-7.167959971274163317e-03,6.812943397078348624e-03,2.270847432576616198e-01,-4.060866687683562404e+00,-4.624734337231700687e-01,-6.577014758404600356e-03,4.191857429500882026e-01,6.744548068214959446e-01,3.053689104676358262e-02,-4.785296055588118824e-02,-1.104359628833433860e+00,0.000000000000000000e+00,-2.261436966864784626e-01,-4.978316100916060916e-02,2.038288295230526390e-02,-1.201662604031624948e+00
-8.964507235050392708e+00,-7.257042698712938555e-02,1.647836293903132687e-01,-2.279493985310890591e-01,7.625925541605883817e-04,5.325616515622577651e-03,-2.892617058325295809e-01,-2.948574372346383754e+00,6.688939788280917620e-02,5.310252829381870154e-02,1.442058250958081767e-01,5.896086020270379091e-01,-1.496063761943144943e+00,-8.303720799883106130e-02,6.615171294369790456e-01,3.721120798261964846e-02,2.010866162654383754e-02,-1.025380042875242736e+01,-3.712588517127857896e-02,-5.899208156277760406e-02,-7.675343163660706125e+00,5.696742168577755283e-01,1.603507231876524428e-02,-3.793119664416817471e+00,1.977497653953703949e-04,7.193173515653358829e-02,-8.693971971722103120e-02,2.947918466836393914e-02,7.501209908435310485e-03,1.197664094519175493e-02,-9.031218351305466199e-03,-1.235337784932791644e-01,4.976926373795178410e-02,-3.508484390187670450e-04,2.803780610992626099e-01,-4.374958979697432526e-01,2.525325685652769509e-03,4.162671575707902472e-01,6.511446537366857301e-01,8.612697842723331387e-01,-9.321066837246154424e-02,1.267815126333318027e-02,-2.636871313360354338e-02,-8.988675956143011778e-03,1.626969102000165243e-02,2.135893323057858340e-01,-5.334934806744928260e+00,-4.682637995393327812e-01,1.133441618128723169e-02,4.112871424973805756e-01,4.798027815095612381e-01,5.403101462930418042e-02,-3.228775413117779963e-02,-1.202595735203509042e+00,0.000000000000000000e+00,-2.151405475962152314e-01,-5.709112236325913914e-02,2.522684431794285087e-02,-1.259641683616923746e+00
-8.984054566486534554e+00,-5.472908646422770113e-02,1.483436931828466254e-01,-2.240656494580370028e-01,1.056847729537990430e-03,2.819694303184812519e-03,-3.163934984537989936e-01,-3.102983809467998011e+00,3.850385156909261891e-02,4.242683954576946526e-02,1.494196640604409931e-01,4.970922292411917298e-01,-1.489841621104038616e+00,-5.850608076060570539e-02,5.599163032919526328e-01,3.770838355003002657e-02,2.022003498307133051e-02,-4.135047730417094058e+00,-5.031030723765962664e-02,-7.997393395101748403e-02,-7.775014441474243476e+00,4.992524837349284206e-01,1.549698836215692224e-02,-3.655382784373982119e+00,-5.409674290304240449e-03,7.470236029605260841e-02,-1.120149928588879407e-01,3.418893410162370666e-02,-1.130841924902258738e-02,5.396804043248161487e-02,-1.379520377993733761e-02,-1.427984418363162644e-01,4.631698823029838097e-02,-5.964233830073776090e-05,2.722919149728117438e-01,-4.424759211286473648e-01,1.774039108688750185e-02,4.212282663085711865e-01,6.433803201328683885e-01,8.377946525422075297e-01,-1.110237011013159164e-01,1.407183897364019140e-04,-2.037009641720764416e-02,-5.187872664924078961e-03,6.689817094734448397e-03,2.254779181120085130e-01,-5.961536570517526279e+00,-4.597290990242567932e-01,4.282549650086653857e-03,4.072020325324821055e-01,5.237289329580383512e-01,3.125443109763608590e-02,-5.775131511849811161e-02,-1.184109714007422820e+00,0.000000000000000000e+00,-2.194002830759149147e-01,-6.782237374130173357e-02,2.360480573251480529e-02,-1.221707741234012268e+00
