6.000000000000000000e+00,-9.940265653416005542e-02,8.650920271888207225e-01,-8.928874872767875170e-02,8.816059284247036443e-01,-3.413557436124151079e-02,3.583187875875510908e-01,-1.788966763218781397e-02,1.442019962498238272e-01
6.000000000000000000e+00,-1.031026551647969657e-02,2.881682315474189404e-01,-8.883708787224001840e-03,4.409876050432723349e-01,-3.273400263539071736e-03,1.677816214922190907e-01,-1.725080812093002149e-03,4.647616558560540428e-02
6.000000000000000000e+00,-3.930462507992717354e-04,1.769371863272986845e-01,-3.804603954780394655e-03,3.087618651104562240e-01,-2.258825207606041195e-03,1.686768198808129282e-01,-8.965992617684239796e-04,3.734434337771854601e-02
6.000000000000000000e+00,-6.386672762301283217e-03,2.348749458919780209e-01,-2.228096730118255941e-03,1.490693991630815118e-01,-8.192281996810490095e-04,5.511905069688650960e-02,-9.632986017728376342e-04,3.482560033484854989e-02
6.000000000000000000e+00,-9.145934863464322273e-03,3.254446387649836403e-01,-6.580368291090374529e-03,3.501500325689929638e-01,-3.274220076622128342e-03,1.790567277336467533e-01,-2.243458798591691297e-03,5.555076250891826523e-02
6.000000000000000000e+00,-1.012926225876789946e-02,4.391994711226163139e-01,-1.324341496241099835e-02,5.161123314956818087e-01,-5.020399707199450084e-03,2.127914540508246688e-01,-2.192712681498298639e-03,7.965561520413551311e-02
6.000000000000000000e+00,-1.113317702230333297e-03,1.898692895325828356e-01,-1.170461763377186361e-03,2.279121659782518405e-01,-4.883520963287420235e-04,7.438154108577972601e-02,-2.702888187031263277e-04,3.061733373195605137e-02
6.000000000000000000e+00,-3.827094659502687339e-03,2.863130444557511201e-01,-2.444503519227874452e-03,3.060476127102101929e-01,-1.047592567915880523e-03,1.435141576158768251e-01,-5.895018745154245732e-04,4.503277815769019671e-02
6.000000000000000000e+00,-9.252272059152343367e-03,3.863408728928238722e-01,-1.895341600944467839e-03,2.012765200680855515e-01,-6.854548931745530361e-04,7.384605673303622220e-02,-1.143008771037457884e-03,4.651651929476295633e-02
6.000000000000000000e+00,-5.678661233511323771e-03,3.658468924040405579e-01,-8.114560807616334748e-03,4.037711563351043531e-01,-2.975583039086049895e-03,1.738915970626494223e-01,-1.256212864483429543e-03,6.540047805429262395e-02
6.000000000000000000e+00,-1.164448187619176872e-01,9.713395925578273138e-01,-8.437307593011281193e-02,8.934065285232125619e-01,-3.204405732573809701e-02,3.693832717592127612e-01,-1.948121200394861696e-02,1.505972844693518331e-01
6.000000000000000000e+00,-1.066194956632816535e-02,4.057616107638019609e-01,-9.549882681679534857e-03,3.978246078024101906e-01,-3.365419076457095131e-03,1.471994683173156182e-01,-1.904669536151204490e-03,6.459771680961050311e-02
6.000000000000000000e+00,-1.305882683851889159e-01,1.038557700815251339e+00,-2.215838969863763387e-04,4.374497429700981155e-02,-8.296666226160825594e-05,1.632619651187302429e-02,-2.522532386013361452e-02,1.701087896980433001e-01
6.000000000000000000e+00,-8.733093177657681033e-03,8.142851189300902293e-02,-1.270468801021772121e-01,1.030532542575757882e+00,-4.769664268230080356e-02,3.912833093572021248e-01,1.558997132949491065e-05,5.976801058468793511e-03
6.000000000000000000e+00,-3.125940152014220451e-03,1.605328674539015510e-01,2.999521370174893994e-04,2.573389570135712345e-01,3.209730414984994116e-04,1.174657421944904356e-01,4.689275239044181034e-06,1.387905872183638027e-02
6.000000000000000000e+00,-1.487097449698520550e-03,1.176828913835723314e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,-1.438242630403072375e-01,1.054960839992444832e+00,-1.270590338725813839e-01,1.063363042077515086e+00,-4.749655256376729418e-02,4.090194719301499249e-01,-2.520464989110772144e-02,1.707789983663064726e-01
6.000000000000000000e+00,-1.581328678375822361e-01,1.117759242947950149e+00,-1.583341349663868192e-01,1.232343194418847876e+00,-5.923668533807090880e-02,4.874331846410460689e-01,-2.973106359730215420e-02,1.938371871025586224e-01
6.000000000000000000e+00,-1.032360848660623248e-01,8.857378892948865046e-01,-9.008119270944486834e-02,8.874298195242196208e-01,-3.446361552083425372e-02,3.595928831223214051e-01,-1.834077220351807563e-02,1.459741435933732123e-01
6.000000000000000000e+00,-8.486878893094207399e-02,7.738165591565491219e-01,-7.288052248536093514e-02,7.928452288312354268e-01,-2.809429768567471217e-02,3.225683949898642267e-01,-1.745696520692496118e-02,1.429597691703162476e-01
2.000000000000000000e+01,-1.058148641225499925e-01,9.325312758065622543e-01,-7.033084227993376125e-02,8.000403267001675589e-01,-2.834849388688862049e-02,3.320960835516412191e-01,-1.787460603729163627e-02,1.441021018959510180e-01
2.000000000000000000e+01,-9.534079473149553383e-03,2.878060424776979764e-01,-5.275159738867660382e-03,3.838746503039713875e-01,-2.376461494198569072e-03,1.598719558533151230e-01,-1.601370126068744166e-03,4.621366368839243538e-02
2.000000000000000000e+01,-6.578114740809228283e-05,1.724024538374391569e-01,-2.313818785756765247e-03,2.628396134884604107e-01,-1.230466489473117358e-03,1.093163928244988703e-01,-8.994992555130300067e-04,3.665757967644492354e-02
2.000000000000000000e+01,-5.872686815248479193e-03,2.199642576911635672e-01,-1.399629718759403231e-03,1.242676991278515025e-01,-5.575877983808856129e-04,5.062175705568115747e-02,-8.676137041675034299e-04,3.174477381011794191e-02
2.000000000000000000e+01,-7.617359324478086523e-03,3.015570611228283737e-01,-4.652131796931799519e-03,3.020588098406163380e-01,-2.173079834100398629e-03,1.247447749010175133e-01,-2.016580365455389930e-03,5.124668094259342971e-02
2.000000000000000000e+01,-1.599339958118177821e-02,4.730151435050532482e-01,-1.192056124476326487e-02,4.567138547622236477e-01,-4.758875938407481146e-03,1.884293533422326250e-01,-3.063952217908465139e-03,8.168206632602474648e-02
2.000000000000000000e+01,-2.992034790014749118e-03,2.194444885670253642e-01,-9.615924581733276653e-04,1.642497757383677703e-01,-3.889181846382314947e-04,6.907622556630320376e-02,-4.408937109432569919e-04,3.179831203245180732e-02
