-9.096787495393725109e+00,-5.584143772246021042e-02,1.457397488484099002e-01,-2.177850832774471945e-01,5.674213803677199876e-04,6.120253898974511997e-03,-3.017683671687084734e-01,-3.436508430706629369e+00,5.808099963861480114e-02,4.121360848332356747e-02,1.428697622345941054e-01,5.836526060117996906e-01,-1.509376534102227385e+00,-6.576910572049422810e-02,5.249317658252987684e-01,3.422693741788036120e-02,2.024363790518396433e-02,-8.626391701179144889e+00,-3.557923042767994343e-02,-2.144793373890754862e-01,-7.441233247416845664e+00,3.589764756347576524e-01,1.480630892432683449e-02,-3.372546485576423780e+00,-1.684171794866478776e-03,7.437043278870210383e-02,-3.304461907641588481e-02,3.177673050000009991e-02,-3.375776548168677154e-03,3.160611382053010732e-02,-1.980895718288397389e-02,-1.353725433569571979e-01,5.894583290892154576e-02,-4.173019035185635906e-04,2.766215141730436478e-01,-4.452739226833799524e-01,7.325047949045948061e-03,4.207267538876950930e-01,6.197609216966754042e-01,8.459578648528354172e-01,-1.116168677350129201e-01,1.155182660673023708e-03,-2.381124717422347659e-02,-2.014911843119675944e-02,1.699694963623652605e-02,2.233626128368132457e-01,-2.656086300604414419e+00,-4.725343081469038919e-01,-6.641822235029045188e-03,4.161842577125733911e-01,4.689614628463090185e-01,7.100569289590946687e-02,-2.172450663665133688e-02,-1.113163977119802306e+00,-6.101549016431571243e-02,-1.833826967531795582e-01,-8.395889108023758818e-02,2.513733776446182983e-02,-1.208708196042918237e+00
-8.956430409431265005e+00,-6.497550517868024011e-02,1.411071386260329963e-01,-2.145219661498912467e-01,6.822843041477800021e-04,1.077776269572222959e-03,-2.995369735756091001e-01,-3.225565063360241957e+00,4.867238140074240521e-02,3.561417081071389240e-02,1.451573497570609328e-01,5.195464490524180912e-01,-1.506626292165500036e+00,-6.206727901221203297e-02,7.312322323377488109e-01,3.610695634677093396e-02,2.044526905047951496e-02,-3.299765457312752392e+00,-3.480153715221380450e-02,-2.503136347839655107e-01,-7.349191177243884709e+00,4.312037793474856051e-01,1.467536894551873562e-02,-3.848937667178895516e+00,2.835903023807022621e-03,7.305534412509259723e-02,-1.467030159763229591e-01,5.402407212321873320e-02,3.190428429335104288e-03,2.803050471683994974e-02,-1.261969776740297713e-02,-1.334716642174101908e-01,6.204270689204351152e-02,-3.522265836201725602e-04,2.786488249846363896e-01,-4.440288659202430432e-01,-8.160154585718172940e-03,4.334280123018521280e-01,6.437881990042414460e-01,8.612153133820804607e-01,-1.156594739349068590e-01,6.962293831607806530e-03,-4.378554367256727586e-02,-1.883114151641131565e-02,1.145900268912448082e-02,2.085945032819794820e-01,-4.465071937857080897e+00,-4.592808109048687193e-01,-2.894591704417362726e-03,4.119669131413612462e-01,5.489082332084327387e-01,3.478433029268619692e-02,-4.441482941195241257e-02,-1.174085524383122303e+00,-2.627308848569158417e-02,-1.835920989721860075e-01,-7.837128238505232380e-02,2.337499604761084787e-02,-1.202660656411989271e+00
-9.206976859945205760e+00,-7.522563114149713459e-02,1.416550236365346493e-01,-1.919805326812844271e-01,9.899497361610519897e-04,4.694526191764019675e-05,-2.951781632681126921e-01,-2.923559722125113058e+00,3.207738590066407797e-02,2.865515949110496174e-02,1.424055122819374575e-01,5.487458597199389443e-01,-1.496290817626880765e+00,-9.050634001688098729e-02,4.226252654223902061e-01,3.611724736991317464e-02,2.097726028627285369e-02,-6.663835813007075615e+00,-3.382361234529904920e-02,-1.088098198957577201e-01,-7.657660047719612173e+00,4.339893138853386234e-01,1.523269911679938672e-02,-3.388512284865399238e+00,-6.901516966446418454e-03,8.415690138100362372e-02,-7.663143004900099808e-02,2.145934765264947280e-02,-7.784440148410873327e-04,2.238518735942006746e-02,-7.201986894365718268e-03,-1.258610591176123061e-01,3.834798060765381295e-02,-1.379518923114440615e-04,2.740604329067379830e-01,-4.341884793144263899e-01,4.666379878684472418e-03,4.282619456531066571e-01,6.266085849994825763e-01,8.478039503963475942e-01,-1.254664018006883541e-01,-5.382491043621484561e-03,-2.555022283517035045e-02,-2.318869767808194593e-02,1.393961591651463570e-02,2.231551991966847781e-01,-3.655321322279672991e+00,-4.698064551521522469e-01,-9.718178573198586745e-03,4.158394622877168989e-01,5.455266701074393820e-01,5.033256032104037325e-02,-3.474497157615513698e-02,-1.157653829041537019e+00,-1.173827295979508745e-01,-1.984923549711777035e-01,-7.338797439079279561e-02,2.495928307181491390e-02,-1.215665585391956904e+00
-9.312911140697291756e+00,-6.390021031078842173e-02,1.444292684193606291e-01,-1.992011965105019156e-01,5.537348646801336545e-04,-6.283263930627863269e-04,-2.902689527459436647e-01,-2.894342114265081811e+00,4.190857058427783360e-02,2.715637148284395092e-02,1.416507709456151787e-01,4.234671334284711430e-01,-1.502779372694048154e+00,-5.154538701374790366e-02,4.500286648953454871e-01,3.434288500908114217e-02,2.106010591120155775e-02,-5.167785072561527748e+00,-2.844609666151587390e-02,-2.478377445148955416e-01,-7.995089323215027299e+00,4.698362906666472827e-01,1.554405614531715989e-02,-3.366768935944319807e+00,-5.164516830377816926e-03,8.759103637548831811e-02,-1.165296313887309032e-01,4.581486425539475077e-02,-1.415131413713304528e-03,2.154179268775650857e-02,-9.687080602304106586e-03,-1.414039592650948862e-01,6.459111180755756909e-02,-1.801727639977230861e-04,2.773479761903538399e-01,-4.466531664684041947e-01,5.654811940599105587e-03,4.278353655924164167e-01,6.297501713982390781e-01,8.454822919024456152e-01,-1.094292247841606031e-01,-3.969305024706034322e-03,-2.277010854018365199e-02,-1.376255036051110547e-02,2.158969129495462262e-03,2.357470998133538720e-01,-3.610745444250142544e+00,-4.606919740776314609e-01,-1.488160499707655337e-03,4.176707107930318630e-01,4.791716290381179411e-01,8.374212511386394664e-02,-4.667866017437895948e-02,-1.141694554518376759e+00,-8.427335811070107985e-02,-2.006027169962358581e-01,-5.584178095561192351e-02,2.181652378124055922e-02,-1.196830751517731217e+00
-9.365874662560505826e+00,-6.295514223219056404e-02,1.673893055703652988e-01,-2.395786318581833441e-01,9.710590408009010972e-04,-3.449026852410641206e-03,-2.934983515096117324e-01,-3.421114788286679698e+00,6.636184553011124920e-02,4.064402845899139916e-02,1.437561275986697917e-01,5.281971879447372453e-01,-1.489408760499179696e+00,-6.625475542592343392e-02,5.304393467739882961e-01,3.601031778116872001e-02,2.142037887176145849e-02,-8.605287265638736471e+00,-3.741982244122957213e-02,-1.513960587832546556e-01,-7.237701275776607268e+00,4.490961498045103473e-01,1.556455054028208461e-02,-3.579362519931454045e+00,-9.981570076227105730e-04,7.531198520123956464e-02,-1.315425881357199511e-01,3.504680809797206670e-02,4.854955808971470749e-03,2.163433670776222090e-02,4.583328336088841881e-03,-1.400642137758318084e-01,5.363688746743505015e-02,-3.141359161118372151e-04,2.781014405270293421e-01,-4.310946888824991885e-01,-5.858981893244175759e-03,4.368923374020309836e-01,6.478077703506437413e-01,8.552787661710071765e-01,-9.693145582416193284e-02,-1.366835268824872184e-02,-2.245760163870733073e-02,-6.743623756521954261e-03,1.532324622553173088e-02,2.205367509403826087e-01,-3.174800300482768733e+00,-4.598741672630444199e-01,-7.035214937025236620e-03,3.967360843138972304e-01,5.007141406627325653e-01,4.233936379732926303e-02,-4.203795410705336855e-02,-1.163867684820152792e+00,-3.714966172017352547e-02,-2.175538957946464014e-01,-5.705178220825628255e-02,2.818383134378479871e-02,-1.216777019182514685e+00
-8.927346627686151948e+00,-6.844896194657393296e-02,1.534829715830348940e-01,-1.717970626148920543e-01,9.697121866485018454e-04,2.157029535953659469e-03,-2.967949987585574712e-01,-2.996031253256381088e+00,4.764434475777155897e-02,4.465943095051907313e-02,1.415556402533527380e-01,5.910030524171672184e-01,-1.496610167328295882e+00,-4.551918990376738194e-02,3.888773394777079728e-01,3.902642107400997040e-02,2.112113783179453072e-02,-7.930700488109656554e+00,-3.769059009989500497e-02,-8.078821764394825133e-02,-7.388200779316322020e+00,4.605786574236682696e-01,1.515767975636746721e-02,-3.642742410340219283e+00,-4.227702357004032088e-03,7.785778253547595562e-02,-8.861955253395725762e-02,4.824548232964970262e-02,-5.661347928651735105e-03,1.425045999684718470e-02,-1.977753232075138423e-02,-1.547385442571440617e-01,4.195887349871502831e-02,-1.411400842819027397e-04,2.771257444554698912e-01,-4.296363022066271853e-01,6.839194534185360705e-03,4.292881933939280414e-01,6.373960244331737801e-01,8.490817790091907957e-01,-1.472927686259443147e-01,7.332941963873271934e-03,-3.148469540945274259e-02,-1.709075256542062077e-02,7.493569183197278799e-03,2.385774270595363011e-01,-4.546141133478807994e+00,-4.804199119024882281e-01,-4.597442025223545670e-03,4.049814685657242563e-01,5.094541374839622883e-01,3.883630865584315056e-02,-3.997235365828505360e-02,-1.109552515415064944e+00,-1.059174536965489105e-01,-2.240733906137439280e-01,-7.679536044581233845e-02,2.233928799978180876e-02,-1.221891963156892524e+00
AHT_eff_age55plus_SBP_female1,eq_2dis1,Smoking_eff1,eq_dem1,eq_male1,smoker_log1,smoker_log2,AHT_eff_age55plus_DBP_male1,Statins_dropout_rate1,Statins_eff_HDL_male1,HC_statins_presc_Q20plus1,AHT_comp1,Weight_eff1,eq_ihd1,Weight_comp1,HC_smoker_ref1,HC_statins_presc_Q20minus1,AHT_eff_age55minus_SBP1,eq_poor1,Statins_logeff_extra_female1,AHT_eff_age55plus_SBP_male1,Statins_comp1,HC_aht_presc_Q20minus1,AHT_eff_age55plus_DBP_female1,gender_log1,gender_log2,eq_lc1,Statins_eff_HDL_female1,eth_log1,eth_log2,eth_log3,eth_log4,AHT_dropout_rate1,eq_age1,HC_weight_ref1,QRisk_log1,QRisk_log2,QRisk_log3,QRisk_log4,QRisk_log5,eq_stroke1,SES_log1,SES_log2,SES_log3,SES_log4,SES_log5,AHT_eff_age55minus_DBP1,age_log1,age_log2,age_log3,age_log4,HC_takeup_noneligible1,eq_4dis1,Statins_eff_female1,QRisk_extra_logrr1,Statins_logeff_extra_male1,eq_3dis1,HC_aht_presc_Q20plus1,Statins_eff_male1
-8.843226806044080845e+00,-6.114326061877067148e-02,1.417684973927468839e-01,-2.299897199875390319e-01,-3.941516838484706090e-04,2.629213273928251646e-03,-2.988265970435517449e-01,-3.137466939406432509e+00,5.827447928999052867e-02,4.786411016308553257e-02,1.451148854970731039e-01,5.460856173351349430e-01,-1.499734220346965019e+00,-6.822481014002658439e-02,6.540865522995974457e-01,3.301456218752687327e-02,2.116279707931165155e-02,-5.616107604772557771e+00,-3.910232917840267969e-02,-6.520807812781090340e-02,-7.881708628979159137e+00,4.377375821776472442e-01,1.565363793576828033e-02,-3.704968884773373716e+00,6.783766380983127526e-04,8.342503621343688724e-02,-9.917084738729939342e-02,3.227661274093328314e-02,7.231602655609588922e-04,5.724047019967780370e-03,-1.190802413730955057e-02,-1.487673819710765011e-01,5.744157739011439973e-02,-2.639847969211708031e-04,2.730778179473877798e-01,-4.433050580419626296e-01,-6.438016223471931462e-05,4.329900138677435506e-01,6.408437712320773638e-01,8.723140349719029629e-01,-1.293971487346176341e-01,-8.111891960436608262e-03,-1.948201858823207094e-02,-6.553352327820465353e-03,5.204496385070922493e-03,2.234664580518663790e-01,-4.343051821015170511e+00,-4.637014885271938947e-01,1.081482146884882008e-03,4.175016721313124513e-01,5.596571065980180393e-01,4.721707433901974060e-02,-4.759043141257237458e-02,-1.107425285085892774e+00,-9.170697170300312617e-02,-1.379312065907464246e-01,-6.093955651544559482e-02,2.560364831169474609e-02,-1.202773332137119233e+00
-9.017702513045129820e+00,-5.730155122281856833e-02,1.517551518291117285e-01,-2.236072580950706212e-01,2.366859749625570188e-04,-3.038113908307135940e-03,-3.028156885659435971e-01,-2.948068046532523301e+00,5.063123568687832171e-02,3.726557608580549630e-02,1.425191480601108174e-01,5.031043400350445616e-01,-1.510150599228060608e+00,-7.625198773690396170e-02,5.699695786851423085e-01,3.707028394136118593e-02,2.021876424300761074e-02,-4.878462779589849418e+00,-4.225529156741515691e-02,-1.494126907334838994e-02,-7.753207859827013770e+00,5.839248334322219014e-01,1.548279310278186625e-02,-3.357851123431397689e+00,4.407945816194308889e-04,7.582568737458965369e-02,-6.963214613897011906e-02,3.216041454677991823e-02,-3.545610571714349294e-03,4.180183803523661312e-02,-1.837804591516497416e-02,-1.277465369926747418e-01,6.013075645352811832e-02,-3.722085780919043275e-04,2.769428327906429121e-01,-4.400703621804392118e-01,8.989046714288488268e-03,4.405570519817690323e-01,6.289110547164776799e-01,8.424475074642745476e-01,-1.109237444645733012e-01,-8.148950250485101918e-04,-2.979047854362460238e-02,-1.859465537653780948e-02,5.377704630209008754e-03,2.070567777689978350e-01,-3.710859932711830123e+00,-4.731622656705579688e-01,-2.579820873547346467e-03,4.150063922297036467e-01,4.827342531317501684e-01,2.972270065051179494e-02,-5.560418979783619819e-02,-1.128177920273872648e+00,-2.574876045648272216e-01,-2.116191479405200582e-01,-6.900856649145938049e-02,2.337469340697998985e-02,-1.203147268229302291e+00
-8.999709095991041963e+00,-5.592026144956505768e-02,1.551407362475445140e-01,-2.093653775305957254e-01,9.387731728807973026e-04,1.683326201422765366e-03,-2.909565635540960482e-01,-3.212770068848283422e+00,5.121895482140788325e-02,3.208697029300297543e-02,1.445924475175450752e-01,6.279351193841196110e-01,-1.499689346613053420e+00,-5.014832679304907781e-02,3.617988149949738497e-01,3.592850261676867885e-02,2.036421120867509468e-02,-7.816587057887966594e+00,-4.165771443815291519e-02,-9.157829387661375886e-02,-7.506500999658410223e+00,4.372872075308307238e-01,1.491146031641475168e-02,-3.572401679989142487e+00,1.451114693489991654e-03,7.517764386263073306e-02,-1.584686902857207202e-01,2.365181006973611499e-02,-2.484761015264792729e-03,2.644428876126690003e-02,-4.850482583709462420e-04,-1.220028637521278075e-01,4.384957450779876365e-02,-2.304554868055397690e-04,2.720734211251636947e-01,-4.375554539513992203e-01,-6.410607350474812824e-03,4.318839301539791897e-01,6.417798920395806350e-01,8.377849209162975264e-01,-9.823848047898463276e-02,4.606010673887972126e-03,-2.497628334405660802e-02,-1.849264065639152563e-02,-7.246735189200194382e-03,2.085555585104300058e-01,-2.563847192197768354e+00,-4.685197295970578435e-01,1.069934131708497440e-03,4.093073077474294608e-01,5.801098054679902916e-01,5.511143835995675061e-02,-3.903405129149475211e-02,-1.122456591114662894e+00,5.526615337671504646e-02,-2.144829511204549011e-01,-7.104786890385628162e-02,2.754936247252798981e-02,-1.213772727216126945e+00
