1.000000000000000000e+01,-9.699355778361738734e-02,8.782710423138931910e-01,-8.683579254572813821e-02,8.714165387485635073e-01,-3.467799067976693600e-02,3.646807778795723154e-01,-1.651908016706362184e-02,1.391623192895093952e-01
1.000000000000000000e+01,-1.505561449016245001e-01,1.111445007163339271e+00,-1.645252834420153909e-01,1.228422892344601891e+00,-6.472077437456316695e-02,5.196619878270327675e-01,-2.704268587261309670e-02,1.854191344901356953e-01
1.700000000000000000e+01,-1.029408704436414468e-01,9.113837163354706616e-01,-7.151468515162714978e-02,7.894569768061276971e-01,-2.617678179772049349e-02,3.270125390123105324e-01,-1.843345334281589962e-02,1.476280912106451848e-01
1.700000000000000000e+01,-1.625791726119035496e-01,1.154630262468277824e+00,-1.412393852800916949e-01,1.167709363797763800e+00,-5.258341190205094440e-02,4.691521816983932891e-01,-3.090566321530552676e-02,2.003662850899538828e-01
1.900000000000000000e+01,-9.755326658082592861e-02,8.973548583833123038e-01,-5.922675882631779631e-02,7.135875357157382970e-01,-2.276301376557584438e-02,2.984841876877178946e-01,-1.690595366545998360e-02,1.410260828071247807e-01
1.900000000000000000e+01,-1.546132227692624816e-01,1.133026106223049112e+00,-1.034048818266269099e-01,9.820041251777275049e-01,-4.035441317249118670e-02,4.300463516722662916e-01,-2.879397460121222233e-02,1.922722081408574646e-01
7.000000000000000000e+00,-9.267499017093844271e-02,8.659723701084268699e-01,-5.805070844904983152e-02,7.044261890832476114e-01,-2.489049878191029047e-02,3.161886524817239530e-01,-1.638294983294981064e-02,1.401423896293313709e-01
7.000000000000000000e+00,-1.423323025409526377e-01,1.055018071910614141e+00,-1.130135196470579001e-01,1.025284660653371205e+00,-4.835551722325199392e-02,4.561140875837648156e-01,-2.801864316896437654e-02,1.905845565815869058e-01
1.400000000000000000e+01,-1.041184103768950653e-01,9.270927843134365576e-01,-6.592103046157821167e-02,7.466840975409999581e-01,-2.967194418075794551e-02,3.403713939000398425e-01,-1.770338064518048315e-02,1.449469900453301263e-01
1.400000000000000000e+01,-1.604135266931837334e-01,1.160860464494566591e+00,-1.287670103964016766e-01,1.066826274346923009e+00,-5.932842196832834730e-02,5.020371715850889816e-01,-2.972497430605987659e-02,1.953532224754900848e-01
8.000000000000000000e+00,-1.026524951274813829e-01,9.142090314729238720e-01,-6.059535942673124898e-02,7.059618608161031261e-01,-2.440926297044067675e-02,3.091899195249908083e-01,-1.813323377542961148e-02,1.458016871790525915e-01
8.000000000000000000e+00,-1.608607972420233179e-01,1.130406808169339916e+00,-1.103201685795396070e-01,1.020573622623609733e+00,-4.603627884780175233e-02,4.583405336571801381e-01,-3.072919757057691534e-02,1.960161717167880069e-01
1.800000000000000000e+01,-8.893909581689148081e-02,8.270333463034994503e-01,-5.205592379986431067e-02,6.711216240908992603e-01,-2.148824251259663642e-02,2.914378051679374915e-01,-1.645592373707279246e-02,1.382580759245088109e-01
1.800000000000000000e+01,-1.444966820257715945e-01,1.068840695973205968e+00,-9.726716897604247014e-02,9.746622248841088076e-01,-4.180391175902976875e-02,4.292965081298404373e-01,-2.829181147833090271e-02,1.896925046744793453e-01
5.000000000000000000e+00,-1.035555156405965349e-01,9.069502943389482486e-01,-6.756238147384532877e-02,7.560329737058696375e-01,-2.773728114972572392e-02,3.262187499473586660e-01,-1.863931249624296849e-02,1.480167548670761335e-01
5.000000000000000000e+00,-1.600163974790995980e-01,1.123228661739557044e+00,-1.319831872330525790e-01,1.108824747188521087e+00,-5.426610734391088681e-02,4.915817769279460236e-01,-3.147805031464666337e-02,2.001540272953972188e-01
6.000000000000000000e+00,-9.851764730547551974e-02,8.610875308382502924e-01,-8.914331835855790476e-02,8.798789177753335577e-01,-3.425556531686121953e-02,3.586268777177052391e-01,-1.770193264253033458e-02,1.434565717923407258e-01
6.000000000000000000e+00,-1.576150949175524896e-01,1.117434413507126356e+00,-1.581672018723871975e-01,1.232507706502880218e+00,-5.915739372690159009e-02,4.874771060060735239e-01,-2.966351286683368074e-02,1.934550435102552757e-01
1.100000000000000000e+01,-1.164043242521851929e-01,9.668539370438797853e-01,-7.792857463306678001e-02,8.113941272729598975e-01,-3.278120185679985615e-02,3.619984049723890540e-01,-2.060496021366410926e-02,1.569718695588213364e-01
1.100000000000000000e+01,-1.748576675192043961e-01,1.189514462532012429e+00,-1.476741565985097981e-01,1.165403487187343323e+00,-6.332566484369232807e-02,5.146229578848668940e-01,-3.359019422043545144e-02,2.074007551699279528e-01
2.000000000000000000e+01,-1.050188464789770654e-01,9.285947752846159808e-01,-6.926277114013953962e-02,7.939619177501406888e-01,-2.794389685052850805e-02,3.299080615976789921e-01,-1.780661618521695022e-02,1.437750957875988111e-01
2.000000000000000000e+01,-1.598951705492529241e-01,1.134192183378780028e+00,-1.358921728810850993e-01,1.113875218093010044e+00,-5.571850002476867042e-02,4.712790122810293081e-01,-2.945035287607868785e-02,1.920161346330660490e-01
4.000000000000000000e+00,-1.034377777084473926e-01,9.236071407115803433e-01,-6.794157783978441167e-02,7.733449510407498506e-01,-2.685635255867502291e-02,3.438384159650035299e-01,-1.779745788767456496e-02,1.450765595387419893e-01
4.000000000000000000e+00,-1.633385238755392099e-01,1.155175974577165698e+00,-1.384040938388340913e-01,1.098389681476716673e+00,-5.769232956192521522e-02,4.670654911596703318e-01,-3.091126899837541228e-02,1.988746591944150766e-01
3.000000000000000000e+00,-1.158830803589864233e-01,9.837957898753444397e-01,-9.301270404673871173e-02,8.790980893866986445e-01,-3.623480231142833102e-02,3.505293436337197921e-01,-1.895703419440225232e-02,1.486300292053300276e-01
